"FAWN Station","Period","10m T avg (F)","10m T min (F)","10m T max (F)","RelHum avg 2m  (pct)","2m Rain tot (in)","2m Rain max over 15min (in)","SolRad avg2m  (w/m^2)","N (# obs)"
"Alachua","12 Jun 2000","75.99","70.14","88.34","83","0.07","0.02","189.36","96"
"Alachua","13 Jun 2000","78.08","67.89","92.53","77","0.01","0.01","264.65","96"
"Alachua","14 Jun 2000","78.44","68.52","90.75","77","0.01","0.01","223.24","96"
"Alachua","15 Jun 2000","75.72","67.69","89.33","82","0.01","0.01","231.70","96"
"Alachua","16 Jun 2000","80.72","69.42","92.59","69","0.01","0.01","272.07","96"
"Alachua","17 Jun 2000","79.81","72.14","92.25","75","0.01","0.01","239.74","96"
"Alachua","18 Jun 2000","78.94","70.59","92.70","76","0.01","0.01","286.74","96"
"Alachua","19 Jun 2000","79.92","68.32","94.41","73","0.00","0.00","304.38","96"
"Alachua","20 Jun 2000","78.27","69.48","91.06","79","0.75","0.26","244.73","96"
"Alachua","21 Jun 2000","75.54","70.38","89.37","88","0.92","0.32","194.59","96"
"Alachua","22 Jun 2000","74.59","70.41","84.99","92","0.68","0.39","100.03","96"
"Alachua","23 Jun 2000","73.95","70.32","85.55","91","0.59","0.23","103.81","95"
"Alachua","24 Jun 2000","75.99","68.36","88.41","82","0.01","0.01","256.77","96"
"Alachua","25 Jun 2000","77.87","66.81","89.89","76","0.00","0.00","278.90","96"
"Alachua","26 Jun 2000","73.59","69.01","87.01","86","0.02","0.01","185.59","96"
"Alachua","27 Jun 2000","74.48","69.58","87.08","88","0.15","0.07","149.21","96"
"Alachua","28 Jun 2000","75.47","66.76","87.15","85","0.72","0.32","225.20","96"
"Alachua","29 Jun 2000","75.78","71.65","84.13","89","0.35","0.29","165.00","96"
"Alachua","30 Jun 2000","77.30","74.12","80.78","89","0.54","0.29","135.95","96"
"Alachua","1 Jul 2000","78.16","67.77","87.53","74","0.01","0.01","297.83","96"
"Alachua","2 Jul 2000","76.31","64.13","87.64","71","0.00","0.00","314.48","96"
"Alachua","3 Jul 2000","75.99","64.35","86.79","71","0.00","0.00","315.55","96"
"Alachua","4 Jul 2000","77.75","64.60","88.95","74","0.00","0.00","295.11","96"
"Alachua","5 Jul 2000","80.39","66.24","93.96","70","0.00","0.00","296.86","96"
"Alachua","6 Jul 2000","81.80","72.36","94.84","71","0.00","0.00","245.12","96"
"Alachua","7 Jul 2000","82.25","70.57","96.73","75","0.27","0.18","238.60","96"
"Alachua","8 Jul 2000","79.09","69.26","89.38","80","0.00","0.00","208.01","96"
"Alachua","9 Jul 2000","79.77","71.19","88.88","74","0.00","0.00","260.23","96"
"Alachua","10 Jul 2000","79.72","64.90","92.68","65","0.00","0.00","309.67","96"
"Alachua","11 Jul 2000","80.74","68.59","93.42","71","0.00","0.00","276.38","96"
"Alachua","12 Jul 2000","77.36","71.06","87.24","85","0.23","0.14","118.57","96"
"Alachua","13 Jul 2000","77.85","70.57","85.21","85","0.00","0.00","137.04","96"
"Alachua","14 Jul 2000","78.51","74.62","84.33","86","0.00","0.00","129.11","96"
"Alachua","15 Jul 2000","83.63","77.43","94.24","80","0.03","0.03","265.11","96"
"Alachua","16 Jul 2000","77.47","67.23","87.89","86","1.84","0.58","126.75","96"
"Alachua","17 Jul 2000","82.76","76.06","90.37","81","0.01","0.01","219.24","96"
"Alachua","18 Jul 2000","83.65","75.61","93.45","77","0.00","0.00","291.91","96"
"Alachua","19 Jul 2000","84.22","74.55","96.28","73","0.00","0.00","296.25","96"
"Alachua","20 Jul 2000","80.55","72.09","95.36","83","0.20","0.12","208.31","96"
"Alachua","21 Jul 2000","79.40","72.14","88.50","77","0.02","0.01","220.65","96"
"Alachua","22 Jul 2000","78.23","71.20","86.34","88","0.52","0.25","109.43","96"
"Alachua","23 Jul 2000","77.60","73.83","82.78","84","0.06","0.04","177.20","96"
"Alachua","24 Jul 2000","75.19","72.19","80.92","88","0.02","0.01","134.98","96"
"Alachua","25 Jul 2000","76.08","71.17","88.68","83","0.33","0.14","237.39","96"
"Alachua","26 Jul 2000","76.78","68.92","87.26","82","0.01","0.01","228.36","96"
"Alachua","27 Jul 2000","77.37","67.46","91.81","81","0.17","0.08","234.89","85"
"Alachua","28 Jul 2000","77.87","70.50","89.29","82","0.03","0.02","229.05","96"
"Alachua","29 Jul 2000","77.15","69.01","91.11","81","1.83","1.07","261.99","96"
"Alachua","30 Jul 2000","76.11","68.52","88.36","84","0.01","0.01","213.28","96"
"Alachua","31 Jul 2000","77.71","70.27","87.87","83","0.15","0.08","238.21","96"
"Alachua","1 Aug 2000","77.93","72.09","89.01","83","0.75","0.51","174.75","96"
"Alachua","2 Aug 2000","77.29","70.23","88.66","84","0.00","0.00","214.54","96"
"Alachua","3 Aug 2000","76.22","72.66","84.69","90","0.12","0.09","117.87","96"
"Alachua","4 Aug 2000","77.04","69.93","84.79","85","0.02","0.01","189.92","96"
"Alachua","5 Aug 2000","79.91","71.58","91.44","79","0.00","0.00","257.09","96"
"Alachua","6 Aug 2000","78.81","71.06","90.84","81","0.01","0.01","241.47","96"
"Alachua","7 Aug 2000","80.68","69.35","92.01","75","0.00","0.00","274.16","96"
"Alachua","8 Aug 2000","81.84","71.74","92.08","74","0.00","0.00","264.96","96"
"Alachua","9 Aug 2000","79.13","72.28","93.65","80","0.38","0.18","233.07","96"
"Alachua","10 Aug 2000","79.60","69.13","91.24","78","0.00","0.00","277.28","96"
"Alachua","11 Aug 2000","80.83","73.17","89.29","77","0.00","0.00","263.26","96"
"Alachua","12 Aug 2000","76.09","70.99","84.76","87","0.41","0.12","147.53","96"
"Alachua","13 Aug 2000","79.03","70.36","89.29","73","0.00","0.00","256.98","96"
"Alachua","14 Aug 2000","79.94","70.68","90.21","73","0.00","0.00","266.51","96"
"Alachua","15 Aug 2000","80.49","67.78","92.75","69","0.00","0.00","264.10","96"
"Alachua","16 Aug 2000","79.48","67.12","90.75","71","0.00","0.00","276.58","96"
"Alachua","17 Aug 2000","80.42","69.04","91.29","72","0.00","0.00","256.23","96"
"Alachua","18 Aug 2000","81.43","69.62","92.01","71","0.00","0.00","246.37","96"
"Alachua","19 Aug 2000","79.45","71.92","90.93","81","0.09","0.05","171.45","96"
"Alachua","20 Aug 2000","78.06","69.80","89.10","82","0.00","0.00","202.61","96"
"Alachua","21 Aug 2000","78.32","71.85","88.52","81","0.00","0.00","209.84","96"
"Alachua","22 Aug 2000","75.94","69.53","85.01","85","0.37","0.22","161.54","96"
"Alachua","23 Aug 2000","78.85","69.19","89.06","75","0.00","0.00","258.65","96"
"Alachua","24 Aug 2000","80.27","69.71","91.47","73","0.00","0.00","265.98","96"
"Alachua","25 Aug 2000","76.89","69.55","91.02","81","0.05","0.05","215.89","96"
"Alachua","26 Aug 2000","79.32","65.91","92.21","73","0.00","0.00","254.37","96"
"Alachua","27 Aug 2000","79.45","69.31","90.95","74","0.00","0.00","266.31","96"
"Alachua","28 Aug 2000","80.29","70.00","90.27","75","0.00","0.00","235.85","96"
"Alachua","29 Aug 2000","79.06","71.37","89.10","78","0.48","0.24","217.34","96"
"Alachua","30 Aug 2000","75.17","69.31","85.71","86","0.04","0.03","193.87","96"
"Alachua","31 Aug 2000","77.26","68.67","88.95","82","0.00","0.00","193.32","96"
"Alachua","1 Sep 2000","77.23","73.22","86.20","87","0.04","0.02","138.82","96"
"Alachua","2 Sep 2000","75.59","72.05","83.50","91","2.00","0.58","104.34","96"
"Alachua","3 Sep 2000","77.08","72.59","84.33","88","0.15","0.11","127.94","96"
"Alachua","4 Sep 2000","78.65","72.05","85.95","83","0.02","0.02","192.30","96"
"Alachua","5 Sep 2000","74.37","70.56","79.92","90","0.10","0.04","80.19","96"
"Alachua","6 Sep 2000","75.42","70.47","85.06","90","2.30","0.99","102.26","96"
"Alachua","7 Sep 2000","75.51","70.16","82.62","89","0.00","0.00","134.97","96"
"Alachua","8 Sep 2000","76.29","73.24","85.28","91","0.16","0.05","141.66","96"
"Alachua","9 Sep 2000","75.66","73.80","78.15","92","0.11","0.04","97.46","96"
"Alachua","10 Sep 2000","76.41","72.28","83.39","86","0.00","0.00","132.82","96"
"Alachua","11 Sep 2000","76.10","69.91","84.27","82","0.00","0.00","152.28","82"
"Alachua","12 Sep 2000","74.23","65.39","88.09","85","0.00","0.00","176.46","79"
"Alachua","13 Sep 2000","77.84","68.31","89.28","81","0.00","0.00","219.33","96"
"Alachua","14 Sep 2000","78.55","68.95","89.47","78","0.00","0.00","219.72","96"
"Alachua","15 Sep 2000","78.35","70.12","88.84","79","0.03","0.03","222.06","96"
"Alachua","16 Sep 2000","73.73","69.03","82.36","86","0.12","0.06","107.17","96"
"Alachua","17 Sep 2000","69.90","67.28","73.40","94","1.49","0.10","24.00","96"
"Alachua","18 Sep 2000","69.68","65.12","76.66","87","0.02","0.01","126.06","96"
"Alachua","19 Sep 2000","71.68","63.21","79.81","87","0.00","0.00","120.92","96"
"Alachua","20 Sep 2000","76.80","70.56","88.48","86","0.14","0.05","185.45","96"
"Alachua","21 Sep 2000","78.59","72.45","85.86","86","0.00","0.00","138.69","96"
"Alachua","22 Sep 2000","78.00","75.69","82.36","91","0.01","0.01","16.20","74"
"Alachua","23 Sep 2000","78.56","72.46","88.20","86","0.03","0.02","184.63","96"
"Alachua","24 Sep 2000","78.88","71.83","88.93","84","0.01","0.01","191.07","96"
"Alachua","25 Sep 2000","78.70","71.55","87.48","83","0.07","0.07","181.12","96"
"Alachua","26 Sep 2000","75.58","67.96","81.21","81","0.00","0.00","182.02","96"
"Alachua","27 Sep 2000","68.64","64.44","73.80","80","0.00","0.00","96.82","96"
"Alachua","28 Sep 2000","69.99","64.08","79.47","77","0.00","0.00","133.28","96"
"Alachua","29 Sep 2000","68.39","60.76","77.56","86","0.06","0.03","120.94","96"
"Alachua","30 Sep 2000","70.93","67.26","78.19","87","0.00","0.00","139.52","96"
"Alachua","1 Oct 2000","71.01","60.71","79.63","80","0.00","0.00","215.70","96"
"Alachua","2 Oct 2000","69.16","57.79","81.43","76","0.00","0.00","238.68","96"
"Alachua","3 Oct 2000","71.11","58.12","83.37","80","0.00","0.00","195.64","96"
"Alachua","4 Oct 2000","76.12","69.85","85.39","83","0.00","0.00","167.24","96"
"Alachua","5 Oct 2000","76.61","65.61","89.31","81","0.00","0.00","222.81","96"
"Alachua","6 Oct 2000","76.48","70.56","87.67","84","0.68","0.34","172.05","96"
"Alachua","7 Oct 2000","71.24","66.22","77.07","87","0.00","0.00","145.68","96"
"Alachua","8 Oct 2000","65.82","56.28","73.81","79","0.00","0.00","173.79","96"
"Alachua","9 Oct 2000","52.33","40.63","61.54","52","0.00","0.00","231.07","96"
"Alachua","10 Oct 2000","54.43","42.86","63.75","67","0.00","0.00","120.04","96"
"Alachua","11 Oct 2000","59.97","46.17","73.44","70","0.00","0.00","226.47","96"
"Alachua","12 Oct 2000","63.37","50.18","76.53","73","0.00","0.00","220.73","96"
"Alachua","13 Oct 2000","63.83","51.89","77.95","72","0.00","0.00","223.46","96"
"Alachua","14 Oct 2000","64.28","52.38","79.54","77","0.00","0.00","204.98","96"
"Alachua","15 Oct 2000","61.28","45.14","79.84","73","0.00","0.00","227.25","96"
"Alachua","16 Oct 2000","62.39","46.17","81.07","71","0.00","0.00","221.40","96"
"Alachua","17 Oct 2000","63.66","46.98","80.73","73","0.00","0.00","216.23","96"
"Alachua","18 Oct 2000","65.15","48.97","83.44","73","0.00","0.00","207.03","96"
"Alachua","19 Oct 2000","67.21","53.65","81.39","77","0.00","0.00","169.72","96"
"Alachua","20 Oct 2000","65.50","60.08","72.97","87","0.00","0.00","87.43","96"
"Alachua","21 Oct 2000","68.16","59.20","80.06","80","0.00","0.00","183.22","96"
"Alachua","22 Oct 2000","68.33","60.62","79.29","77","0.00","0.00","184.36","96"
"Alachua","23 Oct 2000","66.82","59.72","74.88","80","0.00","0.00","118.98","96"
"Alachua","24 Oct 2000","65.72","59.16","73.94","85","0.02","0.01","99.97","96"
"Alachua","25 Oct 2000","65.72","55.58","77.36","82","0.00","0.00","165.10","96"
"Alachua","26 Oct 2000","68.57","59.85","79.29","80","0.00","0.00","169.32","96"
"Alachua","27 Oct 2000","63.97","55.33","76.96","76","0.00","0.00","203.42","96"
"Alachua","28 Oct 2000","66.39","51.71","84.15","78","0.00","0.00","175.76","96"
"Alachua","29 Oct 2000","70.21","56.75","85.37","74","0.00","0.00","180.29","96"
"Alachua","30 Oct 2000","69.96","62.04","78.82","76","0.00","0.00","201.45","81"
"Alachua","31 Oct 2000","70.69","57.60","80.44","61","0.00","0.00","228.55","49"
"Alachua","1 Nov 2000","64.77","50.41","79.83","75","0.00","0.00","185.41","96"
"Alachua","2 Nov 2000","63.79","49.35","80.11","75","0.00","0.00","181.78","96"
"Alachua","3 Nov 2000","65.85","52.65","81.82","81","0.00","0.00","160.91","96"
"Alachua","4 Nov 2000","68.00","55.38","83.73","78","0.00","0.00","147.49","96"
"Alachua","5 Nov 2000","68.81","60.82","79.02","79","0.00","0.00","152.88","96"
"Alachua","6 Nov 2000","69.78","59.50","79.72","80","0.00","0.00","131.70","96"
"Alachua","7 Nov 2000","69.86","60.85","81.23","80","0.00","0.00","147.43","96"
"Alachua","8 Nov 2000","72.43","63.28","82.42","79","0.00","0.00","160.56","96"
"Alachua","9 Nov 2000","73.41","66.00","81.97","77","0.16","0.06","133.73","96"
"Alachua","10 Nov 2000","65.59","52.81","72.86","74","0.01","0.01","180.07","96"
"Alachua","11 Nov 2000","56.09","43.78","71.91","80","0.00","0.00","186.80","96"
"Alachua","12 Nov 2000","55.03","40.74","72.25","76","0.00","0.00","182.07","96"
"Alachua","13 Nov 2000","61.39","45.28","76.19","80","0.00","0.00","132.68","96"
"Alachua","14 Nov 2000","62.99","45.66","70.18","77","0.01","0.01","95.86","96"
"Alachua","15 Nov 2000","47.16","33.68","64.65","72","0.00","0.00","180.92","96"
"Alachua","16 Nov 2000","56.48","38.00","73.92","75","0.00","0.00","156.00","96"
"Alachua","17 Nov 2000","65.62","58.86","76.48","78","0.00","0.00","79.29","96"
"Alachua","18 Nov 2000","55.86","50.38","61.36","64","0.00","0.00","82.18","96"
"Alachua","19 Nov 2000","53.34","46.63","79.57","84","0.09","0.03","82.61","96"
"Alachua","20 Nov 2000","46.51","37.67","58.98","84","0.01","0.01","127.38","96"
"Alachua","21 Nov 2000","43.81","35.34","53.83","67","0.00","0.00","178.00","96"
"Alachua","22 Nov 2000","39.22","25.41","58.30","64","0.00","0.00","179.72","96"
"Alachua","23 Nov 2000","45.73","28.45","63.72","63","0.00","0.00","134.37","96"
"Alachua","24 Nov 2000","62.23","49.24","73.67","66","0.35","0.13","122.13","96"
"Alachua","25 Nov 2000","67.92","62.47","75.24","92","0.40","0.05","41.11","96"
"Alachua","26 Nov 2000","57.16","49.73","62.53","91","0.16","0.04","43.95","96"
"Alachua","27 Nov 2000","52.31","40.02","65.75","78","0.00","0.00","160.89","96"
"Alachua","28 Nov 2000","51.47","35.68","67.77","74","0.00","0.00","165.25","96"
"Alachua","29 Nov 2000","51.25","42.60","66.29","84","0.00","0.00","66.19","96"
"Alachua","30 Nov 2000","50.58","36.79","66.20","69","0.00","0.00","167.63","96"
"Alachua","1 Dec 2000","50.72","32.32","71.44","79","0.00","0.00","162.30","96"
"Alachua","2 Dec 2000","57.57","43.64","71.94","79","0.00","0.00","132.25","96"
"Alachua","3 Dec 2000","49.17","40.34","58.44","84","0.00","0.00","32.02","96"
"Alachua","4 Dec 2000","43.67","35.36","55.29","73","0.00","0.00","157.60","96"
"Alachua","5 Dec 2000","44.05","32.84","60.93","61","0.00","0.00","165.83","96"
"Alachua","6 Dec 2000","44.37","27.49","63.70","68","0.00","0.00","164.54","96"
"Alachua","7 Dec 2000","47.77","33.00","65.77","72","0.00","0.00","157.00","96"
"Alachua","8 Dec 2000","57.02","38.81","75.16","72","0.00","0.00","144.60","96"
"Alachua","9 Dec 2000","66.11","57.78","76.57","75","0.00","0.00","100.61","96"
"Alachua","10 Dec 2000","63.57","54.12","76.59","86","0.00","0.00","124.88","96"
"Alachua","11 Dec 2000","61.87","57.76","68.22","96","0.05","0.04","44.80","96"
"Alachua","12 Dec 2000","66.77","63.12","74.39","90","0.00","0.00","88.89","96"
"Alachua","13 Dec 2000","64.92","50.36","78.64","75","0.00","0.00","130.01","96"
"Alachua","14 Dec 2000","69.95","63.10","78.71","88","0.00","0.00","89.63","96"
"Alachua","15 Dec 2000","66.69","59.77","78.24","89","0.00","0.00","91.62","96"
"Alachua","16 Dec 2000","71.19","63.32","81.21","81","0.33","0.30","122.67","96"
"Alachua","17 Dec 2000","53.90","33.93","69.06","54","0.09","0.06","164.36","96"
"Alachua","18 Dec 2000","39.89","26.36","60.48","65","0.00","0.00","164.53","96"
"Alachua","19 Dec 2000","37.09","29.22","46.60","80","0.03","0.01","36.55","95"
"Alachua","20 Dec 2000","30.28","23.78","42.96","67","0.00","0.00","48.10","51"
"Alachua","21 Dec 2000","38.17","21.63","59.59","73","0.00","0.00","161.86","96"
"Alachua","22 Dec 2000","44.42","35.25","58.86","64","0.00","0.00","135.63","96"
"Alachua","23 Dec 2000","43.17","28.20","60.28","68","0.00","0.00","154.25","96"
"Alachua","24 Dec 2000","47.53","38.49","60.75","78","0.00","0.00","130.31","94"
"Alachua","25 Dec 2000","46.21","37.36","59.16","65","0.00","0.00","147.16","96"
"Alachua","26 Dec 2000","47.36","37.30","60.39","79","0.00","0.00","150.99","91"
"Alachua","27 Dec 2000","54.41","37.82","71.96","78","0.00","0.00","135.02","96"
"Alachua","28 Dec 2000","57.22","51.19","63.50","88","0.44","0.12","15.29","96"
"Alachua","29 Dec 2000","42.22","36.72","51.01","82","0.00","0.00","122.81","96"
"Alachua","30 Dec 2000","35.18","27.86","42.49","66","0.00","0.00","162.83","96"
"Alachua","31 Dec 2000","30.92","20.29","44.12","65","0.00","0.00","165.07","96"
"Alachua","1 Jan 2001","36.24","22.21","51.10","67","0.00","0.00","151.12","96"
"Alachua","2 Jan 2001","34.83","26.82","44.65","69","0.00","0.00","93.25","96"
"Alachua","3 Jan 2001","35.96","22.95","48.83","61","0.00","0.00","144.28","96"
"Alachua","4 Jan 2001","35.24","23.48","50.86","60","0.00","0.00","167.98","96"
"Alachua","5 Jan 2001","43.46","23.00","60.91","75","0.00","0.00","162.11","96"
"Alachua","6 Jan 2001","48.12","35.89","62.51","64","0.00","0.00","170.74","96"
"Alachua","7 Jan 2001","48.26","28.12","66.09","65","0.00","0.00","164.24","96"
"Alachua","8 Jan 2001","59.42","50.16","69.03","82","0.04","0.01","87.71","96"
"Alachua","9 Jan 2001","39.66","27.28","49.33","58","0.00","0.00","173.82","96"
"Alachua","10 Jan 2001","38.12","22.31","54.75","62","0.00","0.00","165.29","96"
"Alachua","11 Jan 2001","50.51","29.54","67.53","71","0.03","0.01","146.53","96"
"Alachua","12 Jan 2001","54.90","42.19","65.71","85","0.11","0.04","101.08","96"
"Alachua","13 Jan 2001","50.95","40.79","63.61","76","0.00","0.00","88.46","61"
"Alachua","14 Jan 2001","56.34","44.43","71.29","83","0.00","0.00","113.69","96"
"Alachua","15 Jan 2001","58.19","43.97","74.64","82","0.00","0.00","140.03","96"
"Alachua","16 Jan 2001","61.00","45.88","75.92","76","0.00","0.00","148.60","96"
"Alachua","17 Jan 2001","63.87","54.10","75.31","70","0.00","0.00","111.67","96"
"Alachua","18 Jan 2001","65.28","57.45","76.62","80","0.00","0.00","94.26","96"
"Alachua","19 Jan 2001","70.35","61.57","80.51","75","0.00","0.00","144.02","96"
"Alachua","20 Jan 2001","50.77","35.46","70.92","81","0.25","0.17","67.91","96"
"Alachua","21 Jan 2001","37.05","25.71","50.49","74","0.00","0.00","176.27","96"
"Alachua","22 Jan 2001","43.89","31.05","57.99","78","0.00","0.00","119.38","96"
"Alachua","23 Jan 2001","46.47","36.06","60.39","59","0.00","0.00","180.15","96"
"Alachua","24 Jan 2001","46.29","30.23","62.62","58","0.00","0.00","183.78","96"
"Alachua","25 Jan 2001","45.58","35.80","58.86","58","0.00","0.00","190.74","96"
"Alachua","26 Jan 2001","43.41","27.84","61.41","60","0.00","0.00","190.71","96"
"Alachua","27 Jan 2001","51.02","32.57","70.21","73","0.00","0.00","158.48","96"
"Alachua","28 Jan 2001","56.66","41.30","73.76","75","0.00","0.00","173.68","96"
"Alachua","29 Jan 2001","59.79","44.92","73.89","76","0.00","0.00","147.36","96"
"Alachua","30 Jan 2001","64.49","62.73","66.79","89","0.21","0.06","20.35","96"
"Alachua","31 Jan 2001","61.79","57.43","65.93","96","0.31","0.09","19.17","96"
"Alachua","1 Feb 2001","58.32","54.66","60.82","87","0.15","0.06","42.00","96"
"Alachua","2 Feb 2001","52.57","44.53","58.37","76","0.25","0.07","92.84","96"
"Alachua","3 Feb 2001","50.70","44.21","57.11","64","0.00","0.00","101.72","96"
"Alachua","4 Feb 2001","48.13","44.07","52.95","92","0.25","0.05","35.42","96"
"Alachua","5 Feb 2001","51.96","39.28","65.44","68","0.01","0.01","202.38","96"
"Alachua","6 Feb 2001","49.99","30.98","69.62","66","0.00","0.00","205.54","96"
"Alachua","7 Feb 2001","54.42","32.80","74.57","68","0.00","0.00","203.00","96"
"Alachua","8 Feb 2001","61.80","43.71","76.10","75","0.00","0.00","202.84","96"
"Alachua","9 Feb 2001","63.85","48.02","79.84","75","0.00","0.00","202.26","96"
"Alachua","10 Feb 2001","67.76","60.75","75.43","80","0.00","0.00","77.29","96"
"Alachua","11 Feb 2001","62.89","57.04","70.90","79","0.00","0.00","151.68","96"
"Alachua","12 Feb 2001","59.82","52.66","75.90","87","0.00","0.00","142.83","96"
"Alachua","13 Feb 2001","60.29","52.11","74.50","88","0.00","0.00","138.23","96"
"Alachua","14 Feb 2001","67.18","58.75","80.56","81","0.00","0.00","156.13","96"
"Alachua","15 Feb 2001","67.87","56.55","80.29","78","0.00","0.00","167.01","96"
"Alachua","16 Feb 2001","69.67","57.70","80.10","76","0.00","0.00","173.27","96"
"Alachua","17 Feb 2001","65.22","53.15","71.10","72","0.00","0.00","154.49","96"
"Alachua","18 Feb 2001","54.42","41.14","69.03","59","0.00","0.00","224.65","96"
"Alachua","19 Feb 2001","57.49","41.20","73.81","72","0.00","0.00","210.92","96"
"Alachua","20 Feb 2001","65.45","51.93","77.58","71","0.00","0.00","172.72","93"
"Alachua","21 Feb 2001","70.91","54.05","79.45","65","0.00","0.00","245.87","66"
