FAWN Station,Period,10m T avg (C),10m T min (C),10m T max (C),RelHum avg 2m  (pct),2m Rain tot (in),2m Rain max over 15min (in),SolRad avg2m  (w/m^2),N (# obs)
Alachua,13-Aug-99,29.74444444,23.7,35.12777778,71,0.01,0.01,0,56
Alachua,14-Aug-99,26.35,22.3,34.38888889,86,0.97,0.29,0,96
Alachua,15-Aug-99,25.63333333,21.78888889,30.52777778,88,0,0,0,96
Alachua,16-Aug-99,27.22222222,22.41111111,34.02777778,77,0,0,0,96
Alachua,17-Aug-99,26.48888889,21.51111111,32.58888889,81,0,0,0,96
Alachua,18-Aug-99,26.2,22.01111111,33.2,84,0.52,0.41,0,96
Alachua,19-Aug-99,26.17777778,22.53888889,32.38888889,82,0,0,0,96
Alachua,20-Aug-99,24.49444444,21.72777778,29.55,90,0.02,0.01,0,96
Alachua,21-Aug-99,26.97222222,22.28888889,32.06111111,80,0,0,0,96
Alachua,22-Aug-99,25.76111111,21.37777778,32.87777778,84,0.01,0.01,0,96
Alachua,23-Aug-99,25.25,20.11111111,31.77222222,82,0,0,0,96
Alachua,24-Aug-99,26.13888889,21.45,31.9,84,0,0,0,96
Alachua,25-Aug-99,26.93888889,22.27222222,31.96111111,81,0,0,0,96
Alachua,26-Aug-99,27.37777778,22.27777778,32.92777778,81,0,0,0,96
Alachua,27-Aug-99,27.85,22.47777778,34.28888889,79,0,0,0,96
Alachua,28-Aug-99,27.07222222,21.72777778,33.07777778,79,0,0,0,96
Alachua,29-Aug-99,27.71111111,23.45,32.9,77,0,0,0,96
Alachua,30-Aug-99,27.16666667,22.03888889,32.6,78,0,0,0,96
Alachua,31-Aug-99,25.28333333,20.31111111,30.58888889,76,0,0,0,96
Alachua,01-Sep-99,23.43888889,16.91111111,31.27777778,76,0,0,0,96
Alachua,02-Sep-99,24.2,16.8,32.41111111,72,0,0,0,96
Alachua,03-Sep-99,25.33888889,17.16111111,33.85,72,0,0,0,96
Alachua,04-Sep-99,25.78888889,18.71111111,33.42222222,71,0,0,0,96
Alachua,05-Sep-99,27.02777778,21.18888889,33.42222222,73,0,0,0,96
Alachua,06-Sep-99,26.95,23.63888889,31.02222222,81,0.01,0.01,0,96
Alachua,07-Sep-99,25.11111111,22.22777778,32.35,87,0.34,0.26,0,96
Alachua,08-Sep-99,25.34444444,20.25,32.31111111,83,0,0,0,96
Alachua,09-Sep-99,25.61111111,20.12222222,32,80,0,0,0,96
Alachua,10-Sep-99,24.85555556,20.4,31.33888889,82,0,0,0,96
Alachua,11-Sep-99,24.83888889,19.97777778,30.82222222,82,0,0,0,96
Alachua,12-Sep-99,23.86666667,19.86111111,28.82222222,86,0,0,0,96
Alachua,13-Sep-99,25,20.13888889,30.36111111,76,0,0,0,96
Alachua,14-Sep-99,24.77222222,20.36111111,29.77222222,84,0.09,0.04,0,96
Alachua,15-Sep-99,25.33888889,22.72777778,27.53888889,75,0.03,0.01,0,96
Alachua,16-Sep-99,24.46111111,17.1,31.98888889,68,0,0,0,96
Alachua,17-Sep-99,23.20555556,12.56111111,32.47222222,74,0,0,0,96
Alachua,18-Sep-99,24.59444444,22.98888889,27.87222222,91,0.64,0.15,0,96
Alachua,19-Sep-99,24.01666667,21.45,27.36111111,92,1.76,0.66,0,96
Alachua,20-Sep-99,23.69444444,22.32777778,28.05,94,1.01,0.16,0,96
Alachua,21-Sep-99,23.59444444,20.57222222,27.18888889,89,0.06,0.04,0,96
Alachua,22-Sep-99,19.06111111,15.87222222,22.52222222,86,0,0,0,96
Alachua,23-Sep-99,19.4,13.87222222,24.9,83,0,0,0,96
Alachua,24-Sep-99,22.72222222,17.27222222,29.83888889,82,0,0,0,96
Alachua,25-Sep-99,23.55555556,20.37222222,29.22777778,88,0,0,0,96
Alachua,26-Sep-99,23.63888889,21.22777778,28.43888889,94,1.09,0.35,0,96
Alachua,27-Sep-99,24.51666667,22.86111111,29.17222222,94,1.14,0.42,0,96
Alachua,28-Sep-99,26.07777778,23.32222222,32.21111111,87,0.14,0.05,0,96
Alachua,29-Sep-99,25.67777778,21.57777778,31.13888889,86,0.01,0.01,0,96
Alachua,30-Sep-99,23.41666667,20.62222222,26.9,88,0,0,0,96
Alachua,01-Oct-99,21.8,18.38888889,26.62222222,80,0,0,0,96
Alachua,02-Oct-99,23.82777778,18.18888889,29.81111111,81,0,0,0,96
Alachua,03-Oct-99,24.47777778,21.5,28.18888889,88,0.05,0.04,0,96
Alachua,04-Oct-99,23.80555556,21.96111111,27.06111111,93,0.04,0.01,0,96
Alachua,05-Oct-99,22.25555556,20.7,24.51111111,93,0.09,0.01,0,96
Alachua,06-Oct-99,21.47222222,18.02222222,26.47777778,83,0,0,0,96
Alachua,07-Oct-99,21.90555556,17.76111111,26.93888889,79,0.01,0.01,0,96
Alachua,08-Oct-99,23.49444444,19.18888889,27.81111111,79,0,0,0,96
Alachua,09-Oct-99,25.57222222,22.86111111,28.66111111,75,0,0,0,96
Alachua,10-Oct-99,24.23888889,19.07777778,29.83888889,78,0,0,0,96
Alachua,11-Oct-99,23.65,17.32777778,30.97777778,78,0,0,0,96
Alachua,12-Oct-99,24.06111111,19.16111111,30.53888889,82,0.11,0.11,0,96
Alachua,13-Oct-99,23.63888889,19.47777778,29.27777778,84,0,0,0,96
Alachua,14-Oct-99,23.07777778,19.9,28.23888889,83,0,0,0,96
Alachua,15-Oct-99,22.84444444,19.4,27.02222222,92,0.52,0.34,27.07,96
Alachua,16-Oct-99,22.55,21.31111111,23.92777778,91,0.17,0.07,53.03,96
Alachua,17-Oct-99,23.05555556,19.6,27.56111111,81,0.01,0.01,167.74,96
Alachua,18-Oct-99,20.91111111,15.17777778,27.93888889,81,0,0,223.51,96
Alachua,19-Oct-99,22.28888889,15.57222222,29.1,82,0,0,203.23,96
Alachua,20-Oct-99,23.66666667,20.8,27.51111111,89,0,0,99.68,96
Alachua,21-Oct-99,17.74444444,15.37777778,20.66111111,96,0.08,0.02,31.27,96
Alachua,22-Oct-99,15.80555556,12.15,21.95,82,0,0,205.37,96
Alachua,23-Oct-99,16.08888889,10.31111111,22.22222222,64,0,0,227.29,96
Alachua,24-Oct-99,11.02777778,4.383333333,18.37222222,67,0,0,227.14,96
Alachua,25-Oct-99,13.10555556,3.738888889,22.18888889,75,0,0,207.09,96
Alachua,26-Oct-99,16.88333333,10.82777778,24.18888889,81,0,0,198.46,96
Alachua,27-Oct-99,15.38333333,8.261111111,24.2,77,0,0,213.38,96
Alachua,28-Oct-99,16.62777778,7.111111111,24.66111111,77,0,0,195.92,96
Alachua,29-Oct-99,19.89444444,15.07222222,25.42777778,83,0,0,150.05,96
Alachua,30-Oct-99,21.07777778,17.92777778,27.1,85,0,0,156.83,96
Alachua,31-Oct-99,21.98333333,17.77222222,27.42777778,84,0,0,152.9,96
Alachua,01-Nov-99,22.43888889,20.17777778,26.17777778,89,1.42,0.38,81.25,96
Alachua,02-Nov-99,17.97777778,11.41111111,22.11111111,77,0.01,0.01,170.24,96
Alachua,03-Nov-99,9.65,3.438888889,15.77222222,63,0,0,214.82,96
Alachua,04-Nov-99,10.28888889,0.411111111,19.46111111,71,0,0,209.75,96
Alachua,05-Nov-99,15.42222222,8.738888889,22.95,77,0,0,194.42,96
Alachua,06-Nov-99,16.35555556,11.07777778,23.51111111,79,0,0,183.21,96
Alachua,07-Nov-99,15.38888889,7.75,24.28888889,78,0,0,194.41,96
Alachua,08-Nov-99,17.6,10.32222222,25.43888889,81,0,0,171.16,96
Alachua,09-Nov-99,18.50555556,12.58888889,25.22222222,81,0,0,144.68,96
Alachua,10-Nov-99,18.05555556,12.13888889,25.77777778,85,0,0,159.99,96
Alachua,11-Nov-99,17.5,11.42222222,26.08888889,84,0,0,165.98,96
Alachua,12-Nov-99,16.86666667,10.72222222,23.06111111,83,0,0,150.31,96
Alachua,13-Nov-99,17.45,12.41111111,24.26111111,81,0,0,177.34,96
Alachua,14-Nov-99,16.99444444,10.42777778,24.55,78,0,0,185.81,95
Alachua,15-Nov-99,16.54444444,9.988888889,24.28888889,76,0,0,174.5,96
Alachua,16-Nov-99,12.63333333,6.377777778,21.12777778,77,0,0,174.29,96
Alachua,17-Nov-99,11.89444444,4.472222222,19.56111111,74,0,0,166.51,96
Alachua,18-Nov-99,15.32777778,9.111111111,21.77222222,78,0,0,142.52,96
Alachua,19-Nov-99,17.93333333,12.75,24.82222222,83,0,0,115.06,96
Alachua,20-Nov-99,19.13333333,14.26111111,25.06111111,83,0,0,128.99,96
Alachua,21-Nov-99,16.77222222,13.37222222,24.13888889,94,0.37,0.26,80.31,96
Alachua,22-Nov-99,16.46666667,14.37777778,19.35,95,0,0,67.21,96
Alachua,23-Nov-99,18.87777778,16.88888889,22.72777778,92,0,0,73.07,96
Alachua,24-Nov-99,19.62777778,17.52777778,23.9,94,0.06,0.05,75.6,96
Alachua,25-Nov-99,20.98888889,19.18888889,24.62777778,90,0.05,0.02,87.39,96
Alachua,26-Nov-99,20.73333333,16.75,25.52777778,86,0,0,113.3,96
Alachua,27-Nov-99,13.72777778,7.872222222,20.33888889,72,0,0,176.12,96
Alachua,28-Nov-99,12.46111111,3.855555556,23.48888889,74,0,0,171.48,96
Alachua,29-Nov-99,13.90555556,5.016666667,23.43888889,74,0,0,167.53,96
Alachua,30-Nov-99,10.63333333,2.838888889,15.16111111,68,0,0,169.66,96
Alachua,01-Dec-99,4.511111111,-1.044444444,12.33888889,70,0,0,169.87,96
Alachua,02-Dec-99,6.272222222,-4.005555556,17.25,71,0,0,168.62,96
Alachua,03-Dec-99,11.15555556,1.333333333,20.42777778,79,0,0,144.69,96
Alachua,04-Dec-99,17.47222222,12.08888889,23.41111111,76,0,0,111.97,96
Alachua,05-Dec-99,18.92222222,11.98888889,25.72777778,74,0,0,159,96
Alachua,06-Dec-99,16.94444444,8.222222222,20,85,0.18,0.08,53.16,96
Alachua,07-Dec-99,10.03333333,2.95,18.18888889,80,0,0,167.71,96
Alachua,08-Dec-99,14.65,8.311111111,21.97777778,84,0,0,132.55,96
Alachua,09-Dec-99,17.06666667,11.83888889,24.05,90,0,0,142.39,96
Alachua,10-Dec-99,19.36666667,14.27222222,24.88888889,92,0,0,122.42,96
Alachua,11-Dec-99,17.77777778,11.61111111,24.85,79,0,0,153.68,96
Alachua,12-Dec-99,18.01666667,12.85,23.45,91,0,0,56.32,96
Alachua,13-Dec-99,18.83333333,16.95,20.17777778,92,0,0,29.99,96
Alachua,14-Dec-99,15.03888889,8.5,19.52222222,82,0,0,157.15,96
Alachua,15-Dec-99,11.32777778,3.572222222,20,86,0,0,134.68,96
Alachua,16-Dec-99,8.838888889,1.494444444,11.93888889,70,0,0,91.71,96
Alachua,17-Dec-99,9.861111111,1.427777778,16,74,0,0,69.29,96
Alachua,18-Dec-99,13.68888889,10.77222222,16.55,95,0.16,0.02,20.8,96
Alachua,19-Dec-99,16.57222222,11.25,19.86111111,87,0.03,0.01,81.61,96
Alachua,20-Dec-99,14.35,9.877777778,20.57777778,85,0,0,118.58,96
Alachua,21-Dec-99,16.09444444,11.46111111,24.06111111,90,0.02,0.01,63.97,96
Alachua,22-Dec-99,14.96111111,13.75,17.93888889,96,0.01,0.01,20.04,96
Alachua,23-Dec-99,12.97777778,4.233333333,17.41111111,76,0,0,93.07,96
Alachua,24-Dec-99,7.661111111,-0.016666667,14.9,71,0,0,158.67,96
Alachua,25-Dec-99,5.166666667,0.294444444,10.77777778,69,0,0,155.43,96
Alachua,26-Dec-99,4.577777778,-4.288888889,13.36111111,69,0,0,156,96
Alachua,27-Dec-99,10.4,4.811111111,17.82222222,61,0,0,157.41,96
Alachua,28-Dec-99,10.47222222,6.883333333,16.52222222,64,0,0,156.26,96
Alachua,29-Dec-99,8.483333333,2.972222222,15.52222222,63,0,0,153.01,96
Alachua,30-Dec-99,9.705555556,-0.033333333,19.71111111,82,0,0,149.29,96
Alachua,31-Dec-99,14.15555556,7.25,21.11111111,85,0,0,95.81,96
Alachua,01-Jan-00,17.37777778,11.27777778,24.12777778,82,0,0,110.64,96
Alachua,02-Jan-00,17.7,11.12777778,24.86111111,85,0,0,114.12,96
Alachua,03-Jan-00,17.38888889,9.727777778,25.78888889,82,0,0,147.24,96
Alachua,04-Jan-00,19.9,15.91111111,25.37777778,83,0.03,0.03,120.33,96
Alachua,05-Jan-00,9.766666667,4.716666667,15.81111111,63,0,0,167.58,96
Alachua,06-Jan-00,14.77777778,5.038888889,23.02222222,78,0,0,111.77,96
Alachua,07-Jan-00,14.38333333,11.75,18.98888889,93,0.15,0.06,77.83,96
Alachua,08-Jan-00,14.72777778,8,23.96111111,90,0,0,110.45,96
Alachua,09-Jan-00,17.04444444,10.63888889,25.17777778,86,0,0,129.61,96
Alachua,10-Jan-00,18.31111111,13.82222222,23.2,91,0.3,0.3,75.39,96
Alachua,11-Jan-00,14.47222222,7.127777778,22.62777778,78,0.01,0.01,166.24,96
Alachua,12-Jan-00,14.56666667,5.822222222,24.62777778,74,0,0,166.67,96
Alachua,13-Jan-00,15.22777778,5.033333333,24.61111111,76,0.04,0.04,152.94,96
Alachua,14-Jan-00,8.988888889,-0.088888889,15.7,47,0,0,175.56,96
Alachua,15-Jan-00,7.2,-0.722222222,16.01111111,71,0,0,167.64,96
Alachua,16-Jan-00,10.41666667,0.427777778,19.78888889,73,0,0,170.59,96
Alachua,17-Jan-00,12.35555556,5.438888889,17.25,88,0,0,57.4,96
Alachua,18-Jan-00,16.48888889,9.75,21.66111111,81,0,0,136.28,96
Alachua,19-Jan-00,15.51111111,13.68888889,17.8,79,0.02,0.01,46.58,96
Alachua,20-Jan-00,16.80555556,7.938888889,20.67222222,63,0,0,152.27,96
Alachua,21-Jan-00,5.3,-0.3,11.85,49,0,0,179.3,96
Alachua,22-Jan-00,6.9,-2.161111111,18.16111111,59,0,0,172.12,96
Alachua,23-Jan-00,15.45555556,4.383333333,23.32777778,79,1.26,0.21,126.12,96
Alachua,24-Jan-00,10.63333333,5.166666667,15.47777778,91,0.72,0.04,16.24,96
Alachua,25-Jan-00,4.577777778,0.35,9.35,67,0.15,0.01,146.07,96
Alachua,26-Jan-00,1.488888889,-2.844444444,6.494444444,60,0.1,0.02,186.71,96
Alachua,27-Jan-00,2.116666667,-4.338888889,9.422222222,58,0,0,174.1,96
Alachua,28-Jan-00,6.977777778,2.605555556,11.72777778,88,0.25,0.03,41.06,96
Alachua,29-Jan-00,13.07222222,9.561111111,18.32777778,96,0.01,0.01,59.19,96
Alachua,30-Jan-00,15.91111111,7.672222222,22.63888889,89,0.44,0.06,113.63,96
Alachua,31-Jan-00,5.9,4.377777778,8.511111111,88,0.08,0.01,61.26,96
Alachua,01-Feb-00,7.277777778,-0.566666667,14.31111111,71,0,0,175.29,96
Alachua,02-Feb-00,9.338888889,5.15,15.96111111,67,0,0,177.36,96
Alachua,03-Feb-00,11.05,4.505555556,19.03888889,64,0,0,159.15,96
Alachua,04-Feb-00,11.79444444,3.538888889,20.2,64,0,0,191.21,96
Alachua,05-Feb-00,5.872222222,-0.216666667,11.73888889,54,0,0,203.74,96
Alachua,06-Feb-00,5.544444444,-3.638888889,16.15,65,0,0,204.33,96
Alachua,07-Feb-00,8.572222222,-0.494444444,18.12777778,70,0,0,198.22,96
Alachua,08-Feb-00,10.13333333,3.355555556,19.01111111,68,0,0,158.53,96
Alachua,09-Feb-00,10.63333333,3.194444444,18.62777778,72,0,0,194.44,96
Alachua,10-Feb-00,11.83888889,1.788888889,21.28888889,64,0,0,198.17,96
Alachua,11-Feb-00,14.64444444,7.488888889,21.75,83,0,0,141.78,96
Alachua,12-Feb-00,17.92777778,14.61111111,22.65,79,0,0,105.02,96
Alachua,13-Feb-00,17.79444444,11.31111111,24.13888889,78,0,0,148.93,96
Alachua,14-Feb-00,18.78888889,16.07777778,20.48888889,88,0.57,0.05,39.4,96
Alachua,15-Feb-00,16.25,9.722222222,23.02222222,68,0,0,216.06,96
Alachua,16-Feb-00,16.61666667,6.616666667,26.71111111,73,0,0,193.34,96
Alachua,17-Feb-00,18.42777778,10.65,26.88888889,75,0,0,189.87,96
Alachua,18-Feb-00,18.26666667,11.48888889,25.86111111,78,0,0,193.55,96
Alachua,19-Feb-00,20.21666667,15.81111111,25.32222222,85,0,0,128.9,96
Alachua,20-Feb-00,15.02777778,6.4,20.02777778,64,0,0,225.98,96
Alachua,21-Feb-00,10.01666667,1.744444444,17.86111111,70,0,0,225.22,96
Alachua,22-Feb-00,12.36666667,5.216666667,19.96111111,72,0,0,202.18,96
Alachua,23-Feb-00,14.82777778,7.4,22.31111111,81,0,0,166.71,96
Alachua,24-Feb-00,17.27222222,9.838888889,24.43888889,76,0,0,189.99,96
Alachua,25-Feb-00,17.42222222,8.777777778,24.86111111,74,0,0,177.26,96
Alachua,26-Feb-00,17.63888889,8.927777778,24.2,73,0,0,165.08,96
Alachua,27-Feb-00,18.62777778,14.57222222,25.17222222,78,0.07,0.03,137.44,96
Alachua,28-Feb-00,16,10.43888889,21.96111111,75,0,0,231.68,96
Alachua,29-Feb-00,15.71111111,5.783333333,25.83888889,73,0,0,228.67,96
Alachua,02-Mar-00,19.59444444,15.61111111,26.13888889,81,0,0,141.22,96
Alachua,03-Mar-00,19.28333333,13.07222222,26.08888889,71,0,0,219.46,96
Alachua,04-Mar-00,19.35,11.56111111,24.77222222,76,0.16,0.03,158.28,96
Alachua,05-Mar-00,14.82777778,6.011111111,24.26111111,72,0.01,0.01,213.82,96
Alachua,06-Mar-00,16.35,7.372222222,24.72222222,70,0,0,200.83,96
Alachua,07-Mar-00,16.68888889,7.622222222,24.88888889,68,0,0,221.83,96
Alachua,08-Mar-00,18.23333333,9.161111111,26.35,69,0,0,225.96,96
Alachua,09-Mar-00,20.32777778,15.08888889,26.86111111,71,0,0,188.97,96
Alachua,10-Mar-00,19.21666667,11.32222222,26.68888889,74,0,0,211.31,96
Alachua,11-Mar-00,20.35555556,12.72222222,26.73888889,74,0.03,0.02,204.51,96
Alachua,12-Mar-00,14.51111111,8.05,20.71111111,65,0.05,0.01,267.07,96
Alachua,13-Mar-00,12.03888889,1.161111111,22.12777778,64,0,0,268.98,96
Alachua,14-Mar-00,14.60555556,6.844444444,22.31111111,78,0,0,238.22,96
Alachua,15-Mar-00,18.33333333,11.17777778,25.02222222,71,0,0,224.66,96
Alachua,16-Mar-00,21.17777778,17.18888889,27.72777778,80,0.07,0.02,140.75,96
Alachua,17-Mar-00,18.86111111,14.87777778,23.07777778,85,0,0,110.59,96
Alachua,18-Mar-00,17.33888889,12.82777778,21.56111111,88,0.01,0.01,170.69,96
Alachua,19-Mar-00,19.20555556,16.32777778,22.18888889,75,0.07,0.01,94.61,96
Alachua,20-Mar-00,20.04444444,10.97222222,25.45,72,0.06,0.01,218.78,96
Alachua,21-Mar-00,17.01666667,6.705555556,27.97222222,66,0,0,279.31,96
Alachua,22-Mar-00,17.61666667,10.36111111,25.61111111,75,0,0,230.84,96
Alachua,23-Mar-00,14.47777778,9.1,19.63888889,80,0,0,203.51,96
Alachua,24-Mar-00,17.73888889,10.87222222,24.81111111,72,0,0,241.42,96
Alachua,25-Mar-00,18.29444444,8.022222222,26.9,71,0,0,215.57,96
Alachua,26-Mar-00,18.13333333,15.65,24.98888889,88,0.54,0.03,146.78,96
Alachua,27-Mar-00,19.47777778,15.76111111,23.52777778,84,0.21,0.01,150.49,96
Alachua,28-Mar-00,18.4,12.93888889,24.38888889,65,0.03,0.01,280.79,96
Alachua,29-Mar-00,20.28333333,10.62777778,28.98888889,65,0,0,262.69,96
Alachua,30-Mar-00,20.37222222,15.62777778,26.2,89,0.01,0.01,82.68,96
Alachua,31-Mar-00,20.11666667,15.92777778,24.56111111,86,0,0,151.37,96
Alachua,01-Apr-00,20.66666667,15.68888889,26.2,79,0,0,223.62,96
Alachua,02-Apr-00,22.21666667,16.77777778,28.02222222,74,0,0,221.7,96
Alachua,03-Apr-00,22.24444444,17.97777778,26.77777778,70,0,0,245.43,96
Alachua,04-Apr-00,18.59444444,11.47777778,21.68888889,71,0.06,0.04,149.89,96
Alachua,05-Apr-00,11.82222222,4.694444444,19.52222222,53,0,0,303.93,96
Alachua,06-Apr-00,14.31666667,3.422222222,24.37777778,64,0,0,288.65,96
Alachua,07-Apr-00,16.82777778,7.8,25.53888889,69,0,0,260.21,96
Alachua,08-Apr-00,16.78888889,9.061111111,25.57777778,73,0.14,0.06,205.09,96
Alachua,09-Apr-00,11.36666667,3.85,20.16111111,53,0,0,309.84,96
Alachua,10-Apr-00,14.61111111,1.611111111,24.01111111,61,0,0,294.25,96
Alachua,11-Apr-00,18.85,9.327777778,26.16111111,68,0,0,240.69,96
Alachua,12-Apr-00,20.52222222,13.08888889,27.86111111,68,0,0,236.66,96
Alachua,13-Apr-00,19.72777778,12.67777778,27.61111111,76,0,0,205.23,96
Alachua,14-Apr-00,14.07777778,12.9,16.75,95,0.56,0.08,56.33,96
Alachua,15-Apr-00,17.17777778,12.55,25.15,89,0.04,0.02,185.39,96
Alachua,16-Apr-00,20.77222222,14.41111111,28.92222222,76,0,0,267.99,96
Alachua,17-Apr-00,21.41666667,15.3,27.62222222,73,0,0,278.16,96
Alachua,18-Apr-00,19.81666667,14.42222222,24.95,66,0,0,309.61,96
Alachua,19-Apr-00,19.43888889,10.23888889,27.93888889,70,0,0,308.15,96
Alachua,20-Apr-00,21.07222222,11.63888889,29.53888889,68,0,0,289.19,96
Alachua,21-Apr-00,21.46666667,16.38888889,26.86111111,75,0,0,248.48,96
Alachua,22-Apr-00,17.02222222,10.57777778,24.22222222,58,0,0,312.22,96
Alachua,23-Apr-00,17.16666667,7.1,25.97777778,62,0,0,250.17,96
Alachua,24-Apr-00,21.26666667,10.6,27.02777778,75,0.13,0.12,174.15,96
Alachua,25-Apr-00,20.61111111,13.4,23.5,63,0,0,310.38,96
Alachua,26-Apr-00,16.19444444,9.688888889,23.32222222,72,0.12,0.05,243.07,96
Alachua,27-Apr-00,17.56111111,8.211111111,26.25,65,0,0,300.49,96
Alachua,28-Apr-00,20.42222222,15.82777778,23.91111111,79,0.08,0.03,111.55,96
Alachua,29-Apr-00,19.50555556,12.45,25.82222222,65,0,0,311.46,96
Alachua,30-Apr-00,18.78888889,10.17222222,27.13888889,60,0,0,318.73,96
Alachua,01-May-00,19.98333333,9.088888889,27.86111111,65,0,0,277.83,96
Alachua,02-May-00,22.31111111,14.06111111,28.87777778,65,0,0,247.05,96
Alachua,03-May-00,22.26111111,15.15,28.61111111,63,0,0,286.43,96
Alachua,04-May-00,21.22222222,12.8,27.75,71,0,0,235.35,96
Alachua,05-May-00,21.70555556,14.47777778,28.43888889,67,0,0,269.31,96
Alachua,06-May-00,21.95,14.23888889,29.03888889,67,0,0,289.03,96
Alachua,07-May-00,22.87222222,15.18888889,30.13888889,61,0,0,326.92,96
Alachua,08-May-00,23.27777778,12.96111111,30.7,59,0,0,316.64,96
Alachua,09-May-00,24.11666667,17.07222222,30.5,68,0,0,219.94,96
Alachua,10-May-00,24.31111111,18.57777778,30.7,72,0,0,242.75,96
Alachua,11-May-00,25.65,20.12777778,33.37222222,68,0,0,290.11,96
Alachua,12-May-00,25.81111111,19.67222222,33.16111111,68,0,0,269.54,96
Alachua,13-May-00,25.43333333,17.77222222,33.18888889,69,0,0,275.61,96
Alachua,14-May-00,25.07222222,20.08888889,33.21111111,76,0.15,0.08,249.26,96
Alachua,15-May-00,23.22222222,16.77222222,31.41111111,71,0,0,314.57,96
Alachua,16-May-00,22.87222222,17.41111111,28.93888889,69,0,0,263.85,96
Alachua,17-May-00,23.41111111,14.67222222,30.88888889,62,0,0,315.89,96
Alachua,18-May-00,24.44444444,16.06111111,31.95,61,0,0,296.9,96
Alachua,19-May-00,25.25555556,15.22777778,33.33888889,58,0,0,315.36,96
Alachua,20-May-00,26.01666667,19.67222222,33.82222222,56,0,0,323.2,96
Alachua,21-May-00,24.48888889,17.72777778,31.61111111,67,0,0,283.96,96
Alachua,22-May-00,22.36666667,18.97222222,28.43888889,84,0.44,0.35,150.97,96
Alachua,23-May-00,25.68888889,20.67222222,31.56111111,72,0,0,268.9,96
Alachua,24-May-00,26.37777778,21.57222222,32.02777778,71,0,0,290.62,96
Alachua,25-May-00,27.11111111,22.82777778,33.12777778,73,0,0,238.33,96
Alachua,26-May-00,27.42777778,22.47777778,32.92777778,70,0,0,218.7,96
Alachua,27-May-00,26.94444444,19.82222222,34.17777778,66,0,0,276.47,96
Alachua,28-May-00,27.37222222,21.63888889,33.53888889,69,0,0,278.98,96
Alachua,29-May-00,28.13888889,24.57222222,33.42777778,57,0,0,315.94,96
Alachua,30-May-00,24.03333333,17.87777778,28.4,61,0,0,268.93,96
Alachua,31-May-00,21.81666667,13.88888889,27.63888889,71,0,0,220.22,96
Alachua,01-Jun-00,24.26111111,13.98888889,33.07222222,68,0,0,302.9,96
Alachua,02-Jun-00,26.88888889,18.38888889,33.98888889,61,0,0,289.41,96
Alachua,03-Jun-00,27.37222222,20.95,36.8,62,1.15,0.23,273.54,96
Alachua,04-Jun-00,27.27222222,20.81111111,34.31111111,69,0,0,264.47,96
Alachua,05-Jun-00,26.33888889,19.92777778,32.33888889,70,0,0,288.69,96
Alachua,06-Jun-00,26.25,22.32777778,30.26111111,71,0,0,209.44,96
Alachua,07-Jun-00,24.16111111,18.65,29.88888889,64,0,0,299.19,96
Alachua,08-Jun-00,24.06666667,16.6,30.62222222,65,0,0,287.66,96
Alachua,09-Jun-00,23.88333333,16.02222222,30.17777778,62,0,0,320.75,96
Alachua,10-Jun-00,23.37777778,14.76111111,29.61111111,65,0,0,269.65,96
Alachua,11-Jun-00,22.87777778,16.07222222,29.92777778,82,0.06,0.02,151.67,96
Alachua,12-Jun-00,24.43888889,21.18888889,31.3,83,0.07,0.02,189.36,96
Alachua,13-Jun-00,25.6,19.93888889,33.62777778,77,0.01,0.01,264.65,96
Alachua,14-Jun-00,25.8,20.28888889,32.63888889,77,0.01,0.01,223.24,96
Alachua,15-Jun-00,24.28888889,19.82777778,31.85,82,0.01,0.01,231.7,96
Alachua,16-Jun-00,27.06666667,20.78888889,33.66111111,69,0.01,0.01,272.07,96
Alachua,17-Jun-00,26.56111111,22.3,33.47222222,75,0.01,0.01,239.74,96
Alachua,18-Jun-00,26.07777778,21.43888889,33.72222222,76,0.01,0.01,286.74,96
Alachua,19-Jun-00,26.62222222,20.17777778,34.67222222,73,0,0,304.38,96
Alachua,20-Jun-00,25.70555556,20.82222222,32.81111111,79,0.75,0.26,244.73,96
Alachua,21-Jun-00,24.18888889,21.32222222,31.87222222,88,0.92,0.32,194.59,96
Alachua,22-Jun-00,23.66111111,21.33888889,29.43888889,92,0.68,0.39,100.03,96
Alachua,23-Jun-00,23.30555556,21.28888889,29.75,91,0.59,0.23,103.81,95
Alachua,24-Jun-00,24.43888889,20.2,31.33888889,82,0.01,0.01,256.77,96
Alachua,25-Jun-00,25.48333333,19.33888889,32.16111111,76,0,0,278.9,96
Alachua,26-Jun-00,23.10555556,20.56111111,30.56111111,86,0.02,0.01,185.59,96
Alachua,27-Jun-00,23.6,20.87777778,30.6,88,0.15,0.07,149.21,96
Alachua,28-Jun-00,24.15,19.31111111,30.63888889,85,0.72,0.32,225.2,96
Alachua,29-Jun-00,24.32222222,22.02777778,28.96111111,89,0.35,0.29,165,96
Alachua,30-Jun-00,25.16666667,23.4,27.1,89,0.54,0.29,135.95,96
Alachua,01-Jul-00,25.64444444,19.87222222,30.85,74,0.01,0.01,297.83,96
Alachua,02-Jul-00,24.61666667,17.85,30.91111111,71,0,0,314.48,96
Alachua,03-Jul-00,24.43888889,17.97222222,30.43888889,71,0,0,315.55,96
Alachua,04-Jul-00,25.41666667,18.11111111,31.63888889,74,0,0,295.11,96
