FAWN Station,Period,10m T avg (C),10m T min (C),10m T max (C),RelHum avg 2m  (pct),2m Rain tot (in),2m Rain max over 15min (in),SolRad avg2m  (w/m^2),N (# obs)
Alachua,04-Aug-08,26.61666667,22.18888889,31.27777778,72,0,0,252.92,96
Alachua,05-Aug-08,27.43333333,20.7,34,69,0,0,270.58,96
Alachua,06-Aug-08,28.01666667,22.18888889,34.87222222,69,0,0,272.47,96
Alachua,07-Aug-08,28.1,24.21111111,33.4,71,0,0,237.18,96
Alachua,08-Aug-08,26.91666667,24.37777778,31.31111111,75,0,0,198.24,96
Alachua,09-Aug-08,26.98333333,22.46111111,32.55,71,0,0,258.56,96
Alachua,10-Aug-08,25.87777778,20.37222222,31.46111111,66,0,0,244.77,96
Alachua,11-Aug-08,25.55,20.86111111,30.97222222,71,0.01,0.01,213.48,96
Alachua,12-Aug-08,23.75,21.57777778,26.65,84,0.94,0.19,81.42,96
Alachua,13-Aug-08,24.16111111,21.41111111,30.11111111,81,0.48,0.22,111.66,96
Alachua,14-Aug-08,23.44444444,22.52222222,25.56111111,86,0,0,29.3,33
Alachua,15-Aug-08,27.15,0,30.62222222,71,0.09,0.08,325.42,59
Alachua,16-Aug-08,24.34444444,22.12222222,29.4,81,0.03,0.01,119.3,96
Alachua,17-Aug-08,24.61111111,0,29.77777778,77,0.07,0.02,196.82,96
Alachua,18-Aug-08,25.14444444,22.23888889,30.92222222,79,0.01,0.01,198.05,96
Alachua,19-Aug-08,25.33888889,22.97777778,28.78888889,79,0.33,0.2,179.54,96
Alachua,20-Aug-08,25.2,23.86111111,27.87777778,81,0.01,0.01,100.87,96
Alachua,21-Aug-08,24.18333333,23.46111111,24.95,85,1.72,0.18,29.29,79
Alachua,25-Aug-08,27.40555556,0,30.73888889,72,0,0,325.56,66
Alachua,26-Aug-08,26.38333333,0,31.71111111,74,0,0,246.42,96
Alachua,27-Aug-08,27.55,24.06111111,31.92222222,74,0,0,270.86,91
Alachua,28-Aug-08,26.8,22.96111111,32.68888889,74,0,0,234.15,96
Alachua,29-Aug-08,26.40555556,0,32.77222222,70,0,0,241.05,96
Alachua,30-Aug-08,25.35555556,22.56111111,30.12222222,79,0.09,0.06,155.94,96
Alachua,31-Aug-08,26.65,0,30.85,73,0.01,0.01,163.4,96
Alachua,01-Sep-08,27.26666667,24.55,31.05,73,0,0,193.21,96
Alachua,02-Sep-08,25.87222222,0,30.87777778,74,0.02,0.01,182.2,95
Alachua,03-Sep-08,22.42222222,0,29.76111111,69,0,0,237.39,96
Alachua,04-Sep-08,22.80555556,0,30.62222222,68,0,0,228.28,90
Alachua,05-Sep-08,25.09444444,22,28.02222222,74,0,0,114.6,96
Alachua,06-Sep-08,26.88333333,20.72777778,32.9,65,0,0,250.31,96
Alachua,07-Sep-08,26.88888889,21.02777778,33.17222222,68,0,0,244.35,96
Alachua,08-Sep-08,25.74444444,20.42777778,31.76111111,73,0,0,224.22,96
Alachua,09-Sep-08,27.03333333,23.22777778,32.15,70,0,0,225.07,96
Alachua,10-Sep-08,25.73333333,22.37777778,31.52777778,80,0.17,0.1,154.57,96
Alachua,11-Sep-08,26.11666667,23.33888889,31.55,85,0.04,0.02,123.26,96
Alachua,12-Sep-08,27.66111111,24.45,32.35,76,0,0,217.96,96
Alachua,13-Sep-08,26.96666667,23.72222222,32.1,78,0,0,187.12,96
Alachua,14-Sep-08,26.43333333,22.7,32.92777778,77,0,0,233.41,96
Alachua,15-Sep-08,25.55,20.95,32.45,81,0.33,0.23,209,96
Alachua,16-Sep-08,25.74444444,21.52777778,31.87222222,81,0.01,0.01,197.86,96
Alachua,17-Sep-08,23.85555556,19.72222222,30.42222222,82,0.2,0.07,155.13,96
Alachua,18-Sep-08,23.4,19.47222222,29.92222222,81,0,0,183.92,96
Alachua,19-Sep-08,22.67222222,17.83888889,28.16111111,75,0,0,221.74,96
Alachua,20-Sep-08,23.00555556,20.77777778,26.07222222,83,0.01,0.01,129.57,96
Alachua,21-Sep-08,23.95555556,20.7,29.5,84,0.63,0.24,161.63,96
Alachua,22-Sep-08,23.05555556,21.52222222,24.72222222,89,0.01,0.01,57.41,96
Alachua,23-Sep-08,23.11666667,19.72777778,28.03888889,77,0,0,220.28,96
Alachua,24-Sep-08,20.41111111,16.67777778,24.62777778,77,0,0,167.62,96
Alachua,25-Sep-08,19.86666667,12.43888889,26.97222222,73,0,0,237.05,96
Alachua,26-Sep-08,20.58888889,14.56111111,28.1,73,0,0,244.38,96
Alachua,27-Sep-08,21.27777778,13.21111111,28.87222222,74,0,0,238.92,96
Alachua,28-Sep-08,21.13888889,13.15,29.17777778,74,0,0,209.81,96
Alachua,29-Sep-08,22.96111111,15.17222222,31,76,0,0,207.84,96
Alachua,30-Sep-08,24.58888889,20.63888889,31.23888889,77,0,0,191.85,96
Alachua,01-Oct-08,23.45,18.48888889,29.31111111,71,0,0,207.31,96
Alachua,02-Oct-08,18.70555556,11.58888889,25.55,66,0,0,232.99,96
Alachua,03-Oct-08,18.64444444,10.62777778,26.92222222,66,0,0,233.91,96
Alachua,04-Oct-08,20.21111111,13.37777778,27.35,71,0,0,187.17,96
Alachua,05-Oct-08,20.40555556,15.07222222,26.17222222,79,0.03,0.02,121.69,96
Alachua,06-Oct-08,23.32777778,19.28888889,28.63888889,82,0,0,164.41,96
Alachua,07-Oct-08,23.4,19.26111111,29.37777778,78,0,0,182.48,96
Alachua,08-Oct-08,22.90555556,19.77777778,27.82222222,85,0.11,0.11,110.42,96
Alachua,09-Oct-08,22.06666667,19.37222222,27.47777778,89,1.64,0.28,83.44,96
Alachua,10-Oct-08,22.7,19.36111111,27.75,84,0,0,159.37,96
Alachua,11-Oct-08,22.17222222,19.77222222,27.07222222,85,0,0,117.16,96
Alachua,12-Oct-08,24.01666667,20.77222222,29.4,82,0,0,151.33,96
Alachua,13-Oct-08,24.16666667,21.27222222,28.72777778,80,0.12,0.04,175.15,96
Alachua,14-Oct-08,22.66666667,19.27777778,27.48888889,78,0.02,0.01,185.27,96
Alachua,15-Oct-08,22.03888889,17.52777778,28.48888889,78,0,0,197.93,96
Alachua,16-Oct-08,21.33888889,17.21111111,28.98888889,81,0,0,187.31,96
Alachua,17-Oct-08,21.13333333,14.16111111,29.21111111,76,0,0,205.17,96
Alachua,18-Oct-08,18.98888889,13.86111111,24.07222222,82,0,0,124.24,96
Alachua,19-Oct-08,15.13333333,9.127777778,20.81111111,75,0,0,194.74,96
Alachua,20-Oct-08,16.66666667,10.48888889,24.23888889,75,0,0,181.9,96
Alachua,21-Oct-08,17.68333333,12.65,25.48888889,78,0,0,171.89,96
Alachua,22-Oct-08,17.90555556,10.3,24.87777778,74,0,0,199.9,96
Alachua,23-Oct-08,20.54444444,15.91111111,24.67222222,82,0.05,0.01,70.79,96
Alachua,24-Oct-08,21.59444444,18.68888889,24.8,89,0.73,0.11,51.11,96
Alachua,25-Oct-08,19.52222222,12.71111111,23.02777778,86,0.02,0.01,91.31,96
Alachua,26-Oct-08,14.58888889,8,23.07777778,76,0,0,204.14,96
Alachua,27-Oct-08,14.41111111,6.672222222,24.12777778,66,0,0,190.81,96
Alachua,28-Oct-08,8.211111111,1.994444444,13.81111111,58,0,0,205.49,96
Alachua,29-Oct-08,7.516666667,-0.894444444,16.81111111,68,0,0,201.77,96
Alachua,30-Oct-08,11.24444444,1.316666667,20.91111111,68,0,0,197.64,96
Alachua,31-Oct-08,15.51111111,10.91111111,21.95,72,0,0,178.35,96
Alachua,01-Nov-08,16.68888889,11.78888889,23.07222222,76,0,0,174.31,96
Alachua,02-Nov-08,17.70555556,12.98888889,23.32222222,79,0,0,119.81,96
Alachua,03-Nov-08,18.32222222,14.62222222,23.88888889,81,0,0,113.31,96
Alachua,04-Nov-08,16.69444444,15.3,18.81111111,83,0,0,49.41,96
Alachua,05-Nov-08,16.68333333,15.06111111,20.07222222,83,0,0,78.22,96
Alachua,06-Nov-08,16.54444444,9.638888889,24.07777778,80,0,0,177.84,96
Alachua,07-Nov-08,16.76666667,9.061111111,25.48888889,77,0,0,179.52,96
Alachua,08-Nov-08,14.03888889,8.361111111,22.13888889,81,0,0,111.07,96
Alachua,09-Nov-08,12.33333333,5.094444444,21.31111111,70,0,0,180.84,96
Alachua,10-Nov-08,11.76111111,5.35,20.96111111,72,0,0,176.81,96
Alachua,11-Nov-08,14.71666667,5.211111111,23.3,78,0,0,136.14,96
Alachua,12-Nov-08,19.23333333,13.37777778,25.22777778,86,0,0,101.75,96
Alachua,13-Nov-08,23.56111111,20.32222222,28.27777778,82,0,0,96.52,96
Alachua,14-Nov-08,23.78888889,21.42222222,28.2,81,0.04,0.03,107.02,96
Alachua,15-Nov-08,19.75,10.2,24.82777778,85,0.54,0.38,55.67,96
Alachua,16-Nov-08,8.461111111,3.805555556,14.56111111,73,0,0,172.9,96
Alachua,17-Nov-08,8.538888889,0.516666667,17.12777778,71,0,0,169.9,96
Alachua,18-Nov-08,8.094444444,0.822222222,13.32777778,62,0,0,167.28,96
Alachua,19-Nov-08,3.722222222,-3.916666667,14.03888889,64,0,0,167.59,96
Alachua,20-Nov-08,8.744444444,-1.427777778,19.47777778,68,0.02,0.02,162.2,96
Alachua,21-Nov-08,9.588888889,2.677777778,14.06111111,63,0,0,162.9,96
Alachua,22-Nov-08,6.25,-0.627777778,13.96111111,63,0,0,162.95,96
Alachua,23-Nov-08,9.266666667,1.122222222,18.83888889,73,0,0,159.72,96
Alachua,24-Nov-08,10.73333333,3.083333333,20.01111111,80,0,0,121.83,96
Alachua,25-Nov-08,12.18333333,2.344444444,18.03888889,68,0,0,153.65,96
Alachua,26-Nov-08,7.722222222,-1.116666667,18.1,67,0,0,159.31,96
Alachua,27-Nov-08,11.35555556,2.066666667,20.8,74,0,0,145.66,96
Alachua,28-Nov-08,15.46666667,7.722222222,23.37777778,74,0,0,119.74,96
Alachua,29-Nov-08,18.07222222,10.12222222,23.83888889,76,0,0,115.45,96
Alachua,30-Nov-08,17.03888889,13.46111111,20.77222222,86,1.54,0.36,20.07,96
Alachua,01-Dec-08,12.07222222,6.133333333,16.72777778,71,0,0,135.02,96
Alachua,02-Dec-08,7.027777778,0.233333333,12.01111111,74,0.08,0.03,157.88,96
Alachua,03-Dec-08,6.361111111,-2.405555556,16.77777778,75,0,0,157.97,96
Alachua,04-Dec-08,11.25,2.95,21.28888889,79,0,0,116.9,96
Alachua,05-Dec-08,12.94444444,7.077777778,19.77777778,82,0,0,81.25,96
Alachua,06-Dec-08,14.67222222,11.45,18.3,87,0.01,0.01,61.44,96
Alachua,07-Dec-08,8.938888889,-0.044444444,14.62222222,61,0,0,153.86,96
Alachua,08-Dec-08,9.277777778,-1.816666667,19.91111111,75,0,0,141.7,96
Alachua,09-Dec-08,17.38333333,10.93888889,24.33888889,80,0,0,90.08,96
Alachua,10-Dec-08,21.95555556,18.07222222,26.08888889,80,0,0,80.75,96
Alachua,11-Dec-08,18.21666667,10.08888889,22.4,82,0.74,0.13,49.83,96
Alachua,12-Dec-08,9.611111111,4.711111111,16.61111111,68,0,0,129.48,96
Alachua,13-Dec-08,7.627777778,0.772222222,14.07777778,70,0,0,146.51,96
Alachua,14-Dec-08,14.5,8.677777778,21.48888889,78,0,0,85.2,96
Alachua,15-Dec-08,19.29444444,15.57777778,24.43888889,81,0,0,93.81,96
Alachua,16-Dec-08,18.80555556,13.97777778,25.42777778,82,0,0,128.85,96
Alachua,17-Dec-08,17.87777778,12.76111111,25.66111111,83,0,0,139.3,96
Alachua,18-Dec-08,18.04444444,11.5,26.22222222,81,0,0,139.03,92
Alachua,19-Dec-08,17.17777778,11.48888889,24.18888889,84,0,0,106.13,96
Alachua,20-Dec-08,17.73888889,13.08888889,23.83888889,86,0,0,80.57,96
Alachua,21-Dec-08,17.57777778,12.55,24.06111111,75,0,0,85.9,96
Alachua,22-Dec-08,6.427777778,0.866666667,12.37777778,41,0,0,152.81,96
Alachua,23-Dec-08,10.31111111,0.605555556,20.48888889,69,0,0,138.76,96
Alachua,24-Dec-08,17.90555556,10.15,26.3,78,0,0,118.32,96
Alachua,25-Dec-08,20.46666667,17.21111111,26.16111111,84,0,0,92.7,96
Alachua,26-Dec-08,20.86111111,17.16111111,26.55,81,0,0,117.56,96
Alachua,27-Dec-08,19.5,16.01111111,25.12222222,79,0,0,127.53,96
Alachua,28-Dec-08,19.37777778,13.45,25.62777778,75,0,0,149.78,96
Alachua,29-Dec-08,16.59444444,9.972222222,23.57222222,84,0,0,119.07,96
Alachua,30-Dec-08,11.91666667,2.616666667,21.98888889,69,0,0,159.96,96
Alachua,31-Dec-08,12.56666667,4.444444444,20.91111111,66,0,0,147.58,96
Alachua,01-Jan-09,10.55555556,5.105555556,15.37222222,64,0,0,111.34,87
Alachua,02-Jan-09,15.51666667,6.95,22.22777778,76,0,0,117.7,96
Alachua,03-Jan-09,16.18333333,11.58888889,21.47222222,88,0,0,61.21,96
Alachua,04-Jan-09,18.33333333,13.7,24.72222222,78,0,0,136.98,96
Alachua,05-Jan-09,17.53333333,10.62222222,25.36111111,78,0,0,138.89,96
Alachua,06-Jan-09,19.38888889,16.02222222,24.5,83,0,0,100.15,96
Alachua,07-Jan-09,17.75555556,8.877777778,22.02777778,70,0.08,0.08,93.84,96
Alachua,08-Jan-09,13.41111111,2.922222222,20.35,67,0,0,165.57,88
Alachua,09-Jan-09,11.66111111,3.8,19,63,0,0,155.65,93
Alachua,10-Jan-09,13.26666667,1.811111111,23.7,70,0,0,158.83,96
Alachua,11-Jan-09,18.02777778,13.25,21.61111111,86,0.04,0.02,46.6,96
Alachua,12-Jan-09,9.294444444,6.25,12.9,79,0.05,0.02,52.14,96
Alachua,13-Jan-09,8.75,3.788888889,10.21111111,91,1.03,0.05,18.84,93
Alachua,14-Jan-09,6.011111111,0.944444444,13.41111111,79,0.01,0.01,146.03,92
Alachua,15-Jan-09,6.794444444,-1.594444444,15.42777778,68,0.01,0.01,131.14,93
Alachua,16-Jan-09,3.938888889,-0.172222222,9.272222222,51,0,0,156.92,92
Alachua,17-Jan-09,3.844444444,-2.788888889,13.12777778,67,0,0,168.25,96
Alachua,18-Jan-09,9.466666667,-1.861111111,18.37222222,74,0.01,0.01,170.72,93
Alachua,19-Jan-09,14.25,9.25,18.36111111,74,0.02,0.01,125.99,96
Alachua,20-Jan-09,4.655555556,-0.127777778,13.41111111,57,0,0,175.41,96
Alachua,21-Jan-09,0.122222222,-4.911111111,6.922222222,55,0,0,178.15,96
Alachua,22-Jan-09,3.366666667,-6.222222222,13.77777778,63,0,0,178.66,96
Alachua,23-Jan-09,9.216666667,-1.422222222,19.6,73,0,0,172.78,96
Alachua,24-Jan-09,12.36666667,3.666666667,20.27777778,75,0,0,121.24,96
Alachua,25-Jan-09,17.07777778,12.62777778,22.11111111,78,0,0,106.82,96
Alachua,26-Jan-09,16.82222222,11.96111111,24.42222222,80,0,0,147.56,96
Alachua,27-Jan-09,18.43333333,11.37777778,25.22777778,78,0,0,137.35,96
Alachua,28-Jan-09,19.87777778,16.16111111,24.48888889,82,0.01,0.01,106.49,96
Alachua,29-Jan-09,16.16111111,12.95,20.27222222,90,1.85,0.22,39.98,96
Alachua,30-Jan-09,10.43333333,5.788888889,14.82222222,58,0.02,0.01,142.21,96
Alachua,31-Jan-09,6.283333333,-2.144444444,14.91111111,63,0,0,190.89,96
Alachua,01-Feb-09,8.961111111,-0.027777778,17.11111111,70,0,0,148.64,96
Alachua,02-Feb-09,11.68888889,7.55,14.32777778,89,0.4,0.05,28.96,96
Alachua,03-Feb-09,7.95,1.966666667,12.72222222,61,0.01,0.01,194.5,96
Alachua,04-Feb-09,3.027777778,-1.266666667,5.561111111,47,0,0,201.59,96
Alachua,05-Feb-09,0.233333333,-5.35,8.05,52,0,0,202.36,96
Alachua,06-Feb-09,4.127777778,-5.944444444,16.1,58,0,0,199.21,96
Alachua,07-Feb-09,8.65,-1.716666667,19.72777778,66,0,0,200.02,96
Alachua,08-Feb-09,11.55555556,1.644444444,21.75,67,0,0,199.08,96
Alachua,09-Feb-09,12.99444444,2.638888889,22.32777778,70,0,0,191.23,96
Alachua,10-Feb-09,15.38333333,5.5,23.93888889,72,0,0,182.36,96
Alachua,11-Feb-09,19.34444444,11.55,25.58888889,74,0,0,168.16,96
Alachua,12-Feb-09,19.49444444,9.222222222,24.43888889,69,0.02,0.01,162.92,96
Alachua,13-Feb-09,13.75555556,3.544444444,24.57777778,60,0,0,204.8,96
Alachua,14-Feb-09,15.71111111,11.26111111,20.77222222,82,0.16,0.03,56.61,95
Alachua,15-Feb-09,17.00555556,14.45,19.57222222,84,0.02,0.01,95.77,96
Alachua,16-Feb-09,12.85,5.766666667,17.77222222,68,0,0,214.42,94
Alachua,17-Feb-09,10.11111111,0.305555556,19.07777778,67,0,0,213.2,94
Alachua,18-Feb-09,16.18333333,10.45,20.62222222,72,0,0,139.96,92
Alachua,19-Feb-09,18.63333333,11.57222222,22.41111111,64,0.61,0.24,151.46,96
Alachua,20-Feb-09,7.127777778,-0.05,13.02222222,45,0,0,230.73,95
Alachua,21-Feb-09,7.811111111,-3.111111111,18.33888889,65,0,0,222.87,96
Alachua,22-Feb-09,11.85,4.616666667,20.67222222,65,0,0,182.44,95
Alachua,23-Feb-09,7.983333333,1.722222222,15.67777778,50,0,0,143.7,82
Alachua,24-Feb-09,8.411111111,-1.433333333,17.68888889,68,0,0,225.42,95
Alachua,25-Feb-09,13.56666667,6.433333333,21.23888889,69,0,0,168.36,96
Alachua,26-Feb-09,14.39444444,5.861111111,21.75,68,0,0,190.53,96
Alachua,27-Feb-09,17.13333333,10.26111111,24.95,68,0,0,217.77,93
Alachua,28-Feb-09,18.53333333,12.43888889,23.97777778,71,0,0,177.43,96
Alachua,01-Mar-09,12.05,4.805555556,19.97777778,66,0.16,0.12,215.86,92
Alachua,02-Mar-09,6.477777778,0.983333333,12.92777778,57,0,0,240.03,96
Alachua,03-Mar-09,5.522222222,-1.005555556,13.07222222,60,0,0,241.35,96
Alachua,04-Mar-09,8.172222222,-0.827777778,18.12222222,67,0,0,240.64,95
Alachua,05-Mar-09,12.85,3.988888889,21.26111111,67,0,0,227.92,95
Alachua,06-Mar-09,15.99444444,5.25,24.62222222,63,0,0,243.37,89
Alachua,07-Mar-09,16.08888889,6.222222222,25.36111111,68,0,0,231.23,96
Alachua,08-Mar-09,17.07777778,7.722222222,25.32777778,69,0,0,239.91,96
Alachua,09-Mar-09,17.97777778,8.461111111,26.37777778,70,0,0,233.89,94
Alachua,10-Mar-09,19.67222222,10.81111111,28.46111111,69,0,0,231.43,96
Alachua,11-Mar-09,19.97777778,10.52777778,29.81111111,66,0,0,233.11,96
Alachua,12-Mar-09,20.7,12.91111111,28.13888889,68,0,0,214.16,96
Alachua,13-Mar-09,19.88888889,14.06111111,25.95,74,0,0,184.33,92
Alachua,14-Mar-09,20.86666667,16.66111111,27.27222222,72,0,0,194.09,95
Alachua,15-Mar-09,21.39444444,15.17222222,27.78888889,70,0,0,220.18,94
Alachua,16-Mar-09,20.76666667,15.42777778,27.52777778,76,0,0,187.67,92
Alachua,17-Mar-09,18.22222222,13.7,24.13888889,77,0,0,190.29,92
Alachua,18-Mar-09,16.53888889,10.47777778,23.91111111,77,0,0,190.23,89
Alachua,19-Mar-09,19.07777778,14.06111111,25.98888889,70,0,0,233.23,90
Alachua,20-Mar-09,16.11111111,9.45,24.31111111,71,0,0,236.55,94
Alachua,21-Mar-09,14.12777778,7.527777778,20.91111111,69,0,0,257.87,90
Alachua,22-Mar-09,13.52777778,6.15,20.26111111,67,0,0,241.38,94
Alachua,23-Mar-09,14.35555556,9.972222222,17.63888889,86,0.2,0.04,109.1,91
Alachua,24-Mar-09,18.40555556,14.27777778,22.78888889,71,0,0,189.09,95
Alachua,25-Mar-09,18.45,10.02777778,24.85,64,0,0,216.96,90
Alachua,26-Mar-09,19.96111111,16.33888889,23.95,66,0,0,136.68,86
Alachua,27-Mar-09,18.88333333,16.78888889,25.35,76,0.31,0.1,82.83,96
Alachua,28-Mar-09,22.12777778,17.27222222,29.08888889,77,2.28,0.8,172.49,96
Alachua,29-Mar-09,18.51666667,12.11111111,22.93888889,72,1.09,0.49,255.59,96
Alachua,30-Mar-09,14.93888889,6.722222222,24.8,68,0,0,279.92,93
Alachua,31-Mar-09,19.46111111,11,26.5,82,0.37,0.16,121.59,90
Alachua,01-Apr-09,18.15,17.15,19.92777778,90,1.72,0.17,32.38,96
Alachua,02-Apr-09,22.04444444,17.67777778,25.92222222,80,0.01,0.01,98.45,93
Alachua,03-Apr-09,22.22777778,14.82777778,26.28888889,63,0.13,0.05,281.77,96
Alachua,04-Apr-09,17.82222222,12.1,27.76111111,73,0,0,243.25,86
Alachua,05-Apr-09,20.27777778,11.97222222,27.7,79,0,0,145.13,89
Alachua,06-Apr-09,20.93888889,11.57222222,25.12222222,65,0.03,0.01,177.67,95
Alachua,07-Apr-09,9.788888889,3.822222222,14.13888889,51,0,0,290.22,91
Alachua,08-Apr-09,10.68333333,0.772222222,18.75,61,0,0,309.42,88
Alachua,09-Apr-09,18.1,10.9,26.02222222,65,0,0,283.5,96
Alachua,10-Apr-09,19.52777778,11.48888889,26.11111111,71,0,0,261.11,92
Alachua,11-Apr-09,22.17777778,18.46111111,26.33888889,78,0,0,169.46,96
Alachua,12-Apr-09,20.05555556,12.73888889,26.47222222,70,0,0,278.56,96
Alachua,13-Apr-09,21.1,16.07777778,26.23888889,78,0.48,0.32,170.58,96
Alachua,14-Apr-09,17.38888889,16.16111111,20.16111111,89,0.17,0.03,0.08,28
Alachua,15-Apr-09,17.02777778,9.422222222,23.02777778,63,0,0,391.95,74
Alachua,16-Apr-09,16.32222222,8.727777778,24.18888889,72,0,0,275.54,91
Alachua,17-Apr-09,16.31666667,11.08888889,21.57777778,68,0,0,257.81,89
Alachua,18-Apr-09,16.8,9.572222222,23.38888889,73,0,0,213.9,92
Alachua,19-Apr-09,19.15555556,10.1,25.07777778,68,0,0,238.93,90
Alachua,20-Apr-09,20.5,17,24.36111111,79,0.06,0.05,174.37,89
Alachua,21-Apr-09,19.62777778,13.53888889,24.88888889,60,0,0,338.93,82
Alachua,22-Apr-09,18.77222222,10.16111111,25.81111111,58,0.02,0.02,327.89,88
Alachua,23-Apr-09,21.99444444,15.38888889,29.36111111,67,0,0,285.29,91
Alachua,24-Apr-09,22.34444444,13.51111111,30.92777778,62,0,0,296.92,93
Alachua,25-Apr-09,21.15555556,13.4,27.73888889,66,0,0,303.62,94
Alachua,26-Apr-09,20.32222222,12.47222222,26.97777778,67,0,0,313.44,88
Alachua,27-Apr-09,20.98333333,14.11111111,26.82777778,69,0,0,255.84,90
Alachua,28-Apr-09,20.32777778,13.2,27.21111111,69,0,0,242.98,90
Alachua,29-Apr-09,20.86666667,12.92222222,27.57222222,67,0,0,290.72,95
Alachua,30-Apr-09,21.52777778,14.25,29.17777778,71,0,0,232.5,80
Alachua,01-May-09,22.92222222,16.47222222,29.05,67,0,0,250.85,90
Alachua,02-May-09,23.02777778,15.36111111,30.07222222,67,0,0,260.5,92
Alachua,03-May-09,23.30555556,16.42222222,29.56111111,66,0,0,273.39,93
Alachua,04-May-09,23.16111111,18.41111111,28.87777778,73,0,0,218.27,95
Alachua,05-May-09,24.02777778,16.88888889,30.57222222,66,0,0,279.76,90
Alachua,06-May-09,23.95555556,16.56111111,30.55,68,0,0,236.05,92
Alachua,07-May-09,23.7,17.31111111,29.63888889,69,0,0,246.16,94
Alachua,08-May-09,23.42222222,15.76111111,31.35,70,0,0,262.66,91
Alachua,09-May-09,23.65,16.43888889,31.33888889,68,0,0,272.87,95
Alachua,10-May-09,24.69444444,16.41111111,32.06111111,70,0,0,276.2,93
Alachua,11-May-09,26.18333333,20.33888889,32.67777778,67,0,0,272.82,94
Alachua,12-May-09,22.25555556,20.22777778,24.17777778,80,0,0,116.27,90
Alachua,13-May-09,23.35555556,18.21111111,29.91111111,75,0,0,256.72,95
Alachua,14-May-09,21.94444444,17.17777778,29.91111111,80,0.04,0.02,221.7,90
Alachua,15-May-09,23.55,18.46111111,29.02222222,75,0,0,264.02,81
Alachua,16-May-09,23.26111111,18.35,29.57222222,77,0.01,0.01,230.43,91
Alachua,17-May-09,22.88333333,19.16111111,29.22777778,78,0.41,0.28,215.11,94
Alachua,18-May-09,16.56666667,13.9,20.16111111,89,0.26,0.05,57.03,92
Alachua,19-May-09,14.76111111,13.57777778,16.87222222,86,0.98,0.08,40.73,96
Alachua,20-May-09,18.65,16.98888889,20.07222222,90,1.5,0.22,44.28,88
Alachua,21-May-09,20.70555556,18.72222222,23.87777778,87,0.26,0.05,91.92,88
Alachua,22-May-09,22.2,20.42777778,25.48888889,86,0.72,0.12,148.71,88
Alachua,23-May-09,22.31666667,19.42222222,28.45,85,0.13,0.03,155.72,90
Alachua,24-May-09,22.56666667,19.53888889,28.78888889,82,0.04,0.03,189.59,94
Alachua,25-May-09,23.34444444,19.46111111,29.85,78,0.01,0.01,223.11,95
Alachua,26-May-09,21.75555556,18.43888889,28.8,85,0.42,0.29,156.87,89
Alachua,27-May-09,23.61111111,18.15,29.42777778,79,0.03,0.01,204.02,89
Alachua,28-May-09,24.14444444,21.22777778,27.86111111,84,0.13,0.09,161.07,91
Alachua,29-May-09,25.70555556,21.95,30.67222222,76,0,0,257.06,94
Alachua,30-May-09,24.86111111,20.46111111,29.85,70,0,0,267.49,96
Alachua,31-May-09,25.23333333,18.9,31.58888889,65,0,0,312.84,92
Alachua,01-Jun-09,25.71111111,18.2,32.12777778,64,0,0,296.31,93
Alachua,02-Jun-09,24.80555556,18.13888889,31.57777778,73,0,0,238.2,83
Alachua,03-Jun-09,23.46111111,19.25,29.42777778,79,0.11,0.05,205.47,92
Alachua,04-Jun-09,22.94444444,20.82777778,27.92222222,85,0.86,0.44,168.09,89
Alachua,05-Jun-09,22.98333333,19.78888889,25.82777778,83,0.29,0.1,175.1,91
Alachua,06-Jun-09,22.90555556,20.65,26.61111111,82,0,0,175.84,93
Alachua,07-Jun-09,23.87222222,19.82222222,28.23888889,79,0,0,223.14,92
Alachua,08-Jun-09,24.55555556,19.96111111,29.4,75,0,0,237.42,93
Alachua,09-Jun-09,26.67222222,20.25,33.06111111,70,0,0,294.31,92
Alachua,10-Jun-09,26.83888889,21.63888889,32.47222222,70,0,0,276.15,86
Alachua,11-Jun-09,27.13888889,20.87777778,32.96111111,72,0,0,262.91,93
Alachua,12-Jun-09,26.90555556,22.57222222,32.16111111,73,0,0,266.89,90
Alachua,13-Jun-09,25.06111111,21.91111111,32.12222222,81,0.03,0.01,196.97,91
Alachua,14-Jun-09,26.89444444,21.32222222,32.41111111,73,0,0,258.99,92
Alachua,15-Jun-09,26.81111111,23.02222222,32.47222222,77,0.41,0.27,248.03,96
Alachua,16-Jun-09,26.47222222,22.97777778,33.78888889,79,0.23,0.14,218.68,92
Alachua,17-Jun-09,27.64444444,22.05,33.87222222,75,0,0,248.93,89
Alachua,18-Jun-09,24.41666667,21.68888889,30.01111111,81,0.19,0.12,147.44,84
Alachua,19-Jun-09,27.36111111,20.62777778,34.95,75,0.01,0.01,263.17,93
Alachua,20-Jun-09,28.98888889,24.11111111,34.38888889,75,0,0,262.16,87
Alachua,21-Jun-09,29.88888889,26.17222222,35.26111111,72,0,0,281.44,88
Alachua,22-Jun-09,29.82777778,25.75,35.26111111,69,0,0,287.81,87
Alachua,23-Jun-09,27.28888889,23.42222222,33.76111111,77,0.83,0.39,225.6,94
Alachua,24-Jun-09,26.86111111,21.37222222,32.75,71,0,0,261.54,94
Alachua,25-Jun-09,27.08888889,20.11111111,33.52222222,70,0,0,287.48,91
Alachua,26-Jun-09,26.22777778,22.31111111,31.26111111,79,0,0,186.32,90
